place_id,name,jan,feb,mar,apr,may,jun,jul,aug,sep,oct,nov,dec,index_jan,index_feb,index_mar,index_apr,index_may,index_jun,index_jul,index_aug,index_sep,index_oct,index_nov,index_dec
n1346388588,n1346388588 (via Bongaigaon),0.2,0.62,1.59,7.29,9.65,12.7,12.93,9.88,8.74,4.66,0.3,0.13,0.0104,0.0324,0.0831,0.3809,0.5042,0.6635,0.6755,0.5162,0.4566,0.2435,0.0157,0.0068
n1346388627,n1346388627 (via Barpeta),0.21,0.68,1.72,7.74,9.29,11.98,11.3,8.8,7.31,4.15,0.38,0.17,0.011,0.0355,0.0899,0.4044,0.4854,0.6259,0.5904,0.4598,0.3819,0.2168,0.0199,0.0089
n1346388655,n1346388655 (via Barpeta),0.21,0.68,1.72,7.74,9.29,11.98,11.3,8.8,7.31,4.15,0.38,0.17,0.011,0.0355,0.0899,0.4044,0.4854,0.6259,0.5904,0.4598,0.3819,0.2168,0.0199,0.0089
n1346388743,n1346388743 (via Bongaigaon),0.2,0.62,1.59,7.29,9.65,12.7,12.93,9.88,8.74,4.66,0.3,0.13,0.0104,0.0324,0.0831,0.3809,0.5042,0.6635,0.6755,0.5162,0.4566,0.2435,0.0157,0.0068
n1346388764,n1346388764 (via Bongaigaon),0.2,0.62,1.59,7.29,9.65,12.7,12.93,9.88,8.74,4.66,0.3,0.13,0.0104,0.0324,0.0831,0.3809,0.5042,0.6635,0.6755,0.5162,0.4566,0.2435,0.0157,0.0068
n1346388794,n1346388794 (via Barpeta),0.21,0.68,1.72,7.74,9.29,11.98,11.3,8.8,7.31,4.15,0.38,0.17,0.011,0.0355,0.0899,0.4044,0.4854,0.6259,0.5904,0.4598,0.3819,0.2168,0.0199,0.0089
n1346434725,n1346434725 (via Barpeta),0.21,0.68,1.72,7.74,9.29,11.98,11.3,8.8,7.31,4.15,0.38,0.17,0.011,0.0355,0.0899,0.4044,0.4854,0.6259,0.5904,0.4598,0.3819,0.2168,0.0199,0.0089
n1346434743,n1346434743 (via Nalbari),0.21,0.68,1.72,7.74,9.29,11.98,11.3,8.8,7.31,4.15,0.38,0.17,0.011,0.0355,0.0899,0.4044,0.4854,0.6259,0.5904,0.4598,0.3819,0.2168,0.0199,0.0089
n1346434759,n1346434759 (via Nalbari),0.21,0.68,1.72,7.74,9.29,11.98,11.3,8.8,7.31,4.15,0.38,0.17,0.011,0.0355,0.0899,0.4044,0.4854,0.6259,0.5904,0.4598,0.3819,0.2168,0.0199,0.0089
n1346434772,n1346434772 (via Barpeta),0.21,0.68,1.72,7.74,9.29,11.98,11.3,8.8,7.31,4.15,0.38,0.17,0.011,0.0355,0.0899,0.4044,0.4854,0.6259,0.5904,0.4598,0.3819,0.2168,0.0199,0.0089
n1346434778,n1346434778 (via Nalbari),0.21,0.68,1.72,7.74,9.29,11.98,11.3,8.8,7.31,4.15,0.38,0.17,0.011,0.0355,0.0899,0.4044,0.4854,0.6259,0.5904,0.4598,0.3819,0.2168,0.0199,0.0089
n1346434819,n1346434819 (via Nalbari),0.21,0.68,1.72,7.74,9.29,11.98,11.3,8.8,7.31,4.15,0.38,0.17,0.011,0.0355,0.0899,0.4044,0.4854,0.6259,0.5904,0.4598,0.3819,0.2168,0.0199,0.0089
n1346434820,n1346434820 (via Nalbari),0.21,0.68,1.72,7.74,9.29,11.98,11.3,8.8,7.31,4.15,0.38,0.17,0.011,0.0355,0.0899,0.4044,0.4854,0.6259,0.5904,0.4598,0.3819,0.2168,0.0199,0.0089
n1346434831,n1346434831 (via Nalbari),0.21,0.68,1.72,7.74,9.29,11.98,11.3,8.8,7.31,4.15,0.38,0.17,0.011,0.0355,0.0899,0.4044,0.4854,0.6259,0.5904,0.4598,0.3819,0.2168,0.0199,0.0089
n1346434848,n1346434848 (via Nalbari),0.21,0.68,1.72,7.74,9.29,11.98,11.3,8.8,7.31,4.15,0.38,0.17,0.011,0.0355,0.0899,0.4044,0.4854,0.6259,0.5904,0.4598,0.3819,0.2168,0.0199,0.0089
n1346434890,n1346434890 (via Barpeta),0.21,0.68,1.72,7.74,9.29,11.98,11.3,8.8,7.31,4.15,0.38,0.17,0.011,0.0355,0.0899,0.4044,0.4854,0.6259,0.5904,0.4598,0.3819,0.2168,0.0199,0.0089
n1346434898,n1346434898 (via Nalbari),0.21,0.68,1.72,7.74,9.29,11.98,11.3,8.8,7.31,4.15,0.38,0.17,0.011,0.0355,0.0899,0.4044,0.4854,0.6259,0.5904,0.4598,0.3819,0.2168,0.0199,0.0089
n1346434911,n1346434911 (via Barpeta),0.21,0.68,1.72,7.74,9.29,11.98,11.3,8.8,7.31,4.15,0.38,0.17,0.011,0.0355,0.0899,0.4044,0.4854,0.6259,0.5904,0.4598,0.3819,0.2168,0.0199,0.0089
n1346434917,n1346434917 (via Nalbari),0.21,0.68,1.72,7.74,9.29,11.98,11.3,8.8,7.31,4.15,0.38,0.17,0.011,0.0355,0.0899,0.4044,0.4854,0.6259,0.5904,0.4598,0.3819,0.2168,0.0199,0.0089
n1346434968,n1346434968 (via Nalbari),0.21,0.68,1.72,7.74,9.29,11.98,11.3,8.8,7.31,4.15,0.38,0.17,0.011,0.0355,0.0899,0.4044,0.4854,0.6259,0.5904,0.4598,0.3819,0.2168,0.0199,0.0089
n1346434970,n1346434970 (via Barpeta),0.21,0.68,1.72,7.74,9.29,11.98,11.3,8.8,7.31,4.15,0.38,0.17,0.011,0.0355,0.0899,0.4044,0.4854,0.6259,0.5904,0.4598,0.3819,0.2168,0.0199,0.0089
n1346434991,n1346434991 (via Barpeta),0.21,0.68,1.72,7.74,9.29,11.98,11.3,8.8,7.31,4.15,0.38,0.17,0.011,0.0355,0.0899,0.4044,0.4854,0.6259,0.5904,0.4598,0.3819,0.2168,0.0199,0.0089
n1346435008,n1346435008 (via Barpeta),0.21,0.68,1.72,7.74,9.29,11.98,11.3,8.8,7.31,4.15,0.38,0.17,0.011,0.0355,0.0899,0.4044,0.4854,0.6259,0.5904,0.4598,0.3819,0.2168,0.0199,0.0089
n1346435031,n1346435031 (via Nalbari),0.21,0.68,1.72,7.74,9.29,11.98,11.3,8.8,7.31,4.15,0.38,0.17,0.011,0.0355,0.0899,0.4044,0.4854,0.6259,0.5904,0.4598,0.3819,0.2168,0.0199,0.0089
n1346435032,n1346435032 (via Barpeta),0.21,0.68,1.72,7.74,9.29,11.98,11.3,8.8,7.31,4.15,0.38,0.17,0.011,0.0355,0.0899,0.4044,0.4854,0.6259,0.5904,0.4598,0.3819,0.2168,0.0199,0.0089
n1346435040,n1346435040 (via Nalbari),0.21,0.68,1.72,7.74,9.29,11.98,11.3,8.8,7.31,4.15,0.38,0.17,0.011,0.0355,0.0899,0.4044,0.4854,0.6259,0.5904,0.4598,0.3819,0.2168,0.0199,0.0089
n1346435068,n1346435068 (via Barpeta),0.21,0.68,1.72,7.74,9.29,11.98,11.3,8.8,7.31,4.15,0.38,0.17,0.011,0.0355,0.0899,0.4044,0.4854,0.6259,0.5904,0.4598,0.3819,0.2168,0.0199,0.0089
n1346435125,n1346435125 (via Nalbari),0.21,0.68,1.72,7.74,9.29,11.98,11.3,8.8,7.31,4.15,0.38,0.17,0.011,0.0355,0.0899,0.4044,0.4854,0.6259,0.5904,0.4598,0.3819,0.2168,0.0199,0.0089
n1346435134,n1346435134 (via Nalbari),0.21,0.68,1.72,7.74,9.29,11.98,11.3,8.8,7.31,4.15,0.38,0.17,0.011,0.0355,0.0899,0.4044,0.4854,0.6259,0.5904,0.4598,0.3819,0.2168,0.0199,0.0089
n1346435237,n1346435237 (via Nalbari),0.21,0.68,1.72,7.74,9.29,11.98,11.3,8.8,7.31,4.15,0.38,0.17,0.011,0.0355,0.0899,0.4044,0.4854,0.6259,0.5904,0.4598,0.3819,0.2168,0.0199,0.0089
n13465490135,n13465490135 (via Udaipur),0.34,0.72,1.82,5.52,10.66,14.62,15.11,11.82,9.72,6.02,1.32,0.65,0.0178,0.0376,0.0951,0.2884,0.5569,0.7638,0.7894,0.6176,0.5078,0.3145,0.069,0.034
n13465499314,n13465499314 (via Udaipur),0.34,0.72,1.82,5.52,10.66,14.62,15.11,11.82,9.72,6.02,1.32,0.65,0.0178,0.0376,0.0951,0.2884,0.5569,0.7638,0.7894,0.6176,0.5078,0.3145,0.069,0.034
n1347032648,n1347032648 (via Bongaigaon),0.2,0.62,1.59,7.29,9.65,12.7,12.93,9.88,8.74,4.66,0.3,0.13,0.0104,0.0324,0.0831,0.3809,0.5042,0.6635,0.6755,0.5162,0.4566,0.2435,0.0157,0.0068
n1347032651,n1347032651 (via Bongaigaon),0.2,0.62,1.59,7.29,9.65,12.7,12.93,9.88,8.74,4.66,0.3,0.13,0.0104,0.0324,0.0831,0.3809,0.5042,0.6635,0.6755,0.5162,0.4566,0.2435,0.0157,0.0068
n1347032657,n1347032657 (via Bongaigaon),0.2,0.62,1.59,7.29,9.65,12.7,12.93,9.88,8.74,4.66,0.3,0.13,0.0104,0.0324,0.0831,0.3809,0.5042,0.6635,0.6755,0.5162,0.4566,0.2435,0.0157,0.0068
n1347032802,n1347032802 (via Bongaigaon),0.2,0.62,1.59,7.29,9.65,12.7,12.93,9.88,8.74,4.66,0.3,0.13,0.0104,0.0324,0.0831,0.3809,0.5042,0.6635,0.6755,0.5162,0.4566,0.2435,0.0157,0.0068
n1347032919,n1347032919 (via Jogighopa),0.24,0.66,1.64,7.36,9.92,13.43,13.11,10.12,9.18,5.15,0.33,0.18,0.0125,0.0345,0.0857,0.3845,0.5183,0.7017,0.685,0.5287,0.4796,0.2691,0.0172,0.0094
n1347032958,n1347032958 (via Bongaigaon),0.2,0.62,1.59,7.29,9.65,12.7,12.93,9.88,8.74,4.66,0.3,0.13,0.0104,0.0324,0.0831,0.3809,0.5042,0.6635,0.6755,0.5162,0.4566,0.2435,0.0157,0.0068
n1347033094,n1347033094 (via Bongaigaon),0.2,0.62,1.59,7.29,9.65,12.7,12.93,9.88,8.74,4.66,0.3,0.13,0.0104,0.0324,0.0831,0.3809,0.5042,0.6635,0.6755,0.5162,0.4566,0.2435,0.0157,0.0068
n1347033323,n1347033323 (via Bongaigaon),0.2,0.62,1.59,7.29,9.65,12.7,12.93,9.88,8.74,4.66,0.3,0.13,0.0104,0.0324,0.0831,0.3809,0.5042,0.6635,0.6755,0.5162,0.4566,0.2435,0.0157,0.0068
n1347033903,n1347033903 (via Bongaigaon),0.2,0.62,1.59,7.29,9.65,12.7,12.93,9.88,8.74,4.66,0.3,0.13,0.0104,0.0324,0.0831,0.3809,0.5042,0.6635,0.6755,0.5162,0.4566,0.2435,0.0157,0.0068
n1347057443,n1347057443 (via Dhubri),0.22,0.52,1.31,5.79,9.22,12.98,13.52,10.62,10.76,5.54,0.26,0.12,0.0115,0.0272,0.0684,0.3025,0.4817,0.6782,0.7064,0.5549,0.5622,0.2894,0.0136,0.0063
n1347080859,n1347080859 (via Siliguri),0.18,0.41,0.95,2.33,5.25,9.25,15.28,11.38,9.71,2.96,0.18,0.08,0.0094,0.0214,0.0496,0.1217,0.2743,0.4833,0.7983,0.5946,0.5073,0.1546,0.0094,0.0042
n1347487112,n1347487112 (via Dhubri),0.22,0.52,1.31,5.79,9.22,12.98,13.52,10.62,10.76,5.54,0.26,0.12,0.0115,0.0272,0.0684,0.3025,0.4817,0.6782,0.7064,0.5549,0.5622,0.2894,0.0136,0.0063
n1347487114,n1347487114 (via Dhubri),0.22,0.52,1.31,5.79,9.22,12.98,13.52,10.62,10.76,5.54,0.26,0.12,0.0115,0.0272,0.0684,0.3025,0.4817,0.6782,0.7064,0.5549,0.5622,0.2894,0.0136,0.0063
n1347487174,n1347487174 (via Dhubri),0.22,0.52,1.31,5.79,9.22,12.98,13.52,10.62,10.76,5.54,0.26,0.12,0.0115,0.0272,0.0684,0.3025,0.4817,0.6782,0.7064,0.5549,0.5622,0.2894,0.0136,0.0063
n1347487244,n1347487244 (via Dhubri),0.22,0.52,1.31,5.79,9.22,12.98,13.52,10.62,10.76,5.54,0.26,0.12,0.0115,0.0272,0.0684,0.3025,0.4817,0.6782,0.7064,0.5549,0.5622,0.2894,0.0136,0.0063
n1347487261,n1347487261 (via Dhubri),0.22,0.52,1.31,5.79,9.22,12.98,13.52,10.62,10.76,5.54,0.26,0.12,0.0115,0.0272,0.0684,0.3025,0.4817,0.6782,0.7064,0.5549,0.5622,0.2894,0.0136,0.0063
n1347487264,n1347487264 (via Dhubri),0.22,0.52,1.31,5.79,9.22,12.98,13.52,10.62,10.76,5.54,0.26,0.12,0.0115,0.0272,0.0684,0.3025,0.4817,0.6782,0.7064,0.5549,0.5622,0.2894,0.0136,0.0063
n1347487316,n1347487316 (via Dhubri),0.22,0.52,1.31,5.79,9.22,12.98,13.52,10.62,10.76,5.54,0.26,0.12,0.0115,0.0272,0.0684,0.3025,0.4817,0.6782,0.7064,0.5549,0.5622,0.2894,0.0136,0.0063
n1347487420,n1347487420 (via Dhubri),0.22,0.52,1.31,5.79,9.22,12.98,13.52,10.62,10.76,5.54,0.26,0.12,0.0115,0.0272,0.0684,0.3025,0.4817,0.6782,0.7064,0.5549,0.5622,0.2894,0.0136,0.0063
n1347487421,n1347487421 (via Dhubri),0.22,0.52,1.31,5.79,9.22,12.98,13.52,10.62,10.76,5.54,0.26,0.12,0.0115,0.0272,0.0684,0.3025,0.4817,0.6782,0.7064,0.5549,0.5622,0.2894,0.0136,0.0063
n1347487463,n1347487463 (via Dhubri),0.22,0.52,1.31,5.79,9.22,12.98,13.52,10.62,10.76,5.54,0.26,0.12,0.0115,0.0272,0.0684,0.3025,0.4817,0.6782,0.7064,0.5549,0.5622,0.2894,0.0136,0.0063
n1347487501,n1347487501 (via Dhubri),0.22,0.52,1.31,5.79,9.22,12.98,13.52,10.62,10.76,5.54,0.26,0.12,0.0115,0.0272,0.0684,0.3025,0.4817,0.6782,0.7064,0.5549,0.5622,0.2894,0.0136,0.0063
n1347487512,n1347487512 (via Dhubri),0.22,0.52,1.31,5.79,9.22,12.98,13.52,10.62,10.76,5.54,0.26,0.12,0.0115,0.0272,0.0684,0.3025,0.4817,0.6782,0.7064,0.5549,0.5622,0.2894,0.0136,0.0063
n1347487530,n1347487530 (via Dhubri),0.22,0.52,1.31,5.79,9.22,12.98,13.52,10.62,10.76,5.54,0.26,0.12,0.0115,0.0272,0.0684,0.3025,0.4817,0.6782,0.7064,0.5549,0.5622,0.2894,0.0136,0.0063
n1347487533,n1347487533 (via Dhubri),0.22,0.52,1.31,5.79,9.22,12.98,13.52,10.62,10.76,5.54,0.26,0.12,0.0115,0.0272,0.0684,0.3025,0.4817,0.6782,0.7064,0.5549,0.5622,0.2894,0.0136,0.0063
n1347487570,n1347487570 (via Dhubri),0.22,0.52,1.31,5.79,9.22,12.98,13.52,10.62,10.76,5.54,0.26,0.12,0.0115,0.0272,0.0684,0.3025,0.4817,0.6782,0.7064,0.5549,0.5622,0.2894,0.0136,0.0063
n1347487660,n1347487660 (via Dhubri),0.22,0.52,1.31,5.79,9.22,12.98,13.52,10.62,10.76,5.54,0.26,0.12,0.0115,0.0272,0.0684,0.3025,0.4817,0.6782,0.7064,0.5549,0.5622,0.2894,0.0136,0.0063
n1347487691,n1347487691 (via Siliguri),0.18,0.41,0.95,2.33,5.25,9.25,15.28,11.38,9.71,2.96,0.18,0.08,0.0094,0.0214,0.0496,0.1217,0.2743,0.4833,0.7983,0.5946,0.5073,0.1546,0.0094,0.0042
n1347487698,n1347487698 (via Dhubri),0.22,0.52,1.31,5.79,9.22,12.98,13.52,10.62,10.76,5.54,0.26,0.12,0.0115,0.0272,0.0684,0.3025,0.4817,0.6782,0.7064,0.5549,0.5622,0.2894,0.0136,0.0063
n1347487718,n1347487718 (via Dhubri),0.22,0.52,1.31,5.79,9.22,12.98,13.52,10.62,10.76,5.54,0.26,0.12,0.0115,0.0272,0.0684,0.3025,0.4817,0.6782,0.7064,0.5549,0.5622,0.2894,0.0136,0.0063
n1347487743,n1347487743 (via Dhubri),0.22,0.52,1.31,5.79,9.22,12.98,13.52,10.62,10.76,5.54,0.26,0.12,0.0115,0.0272,0.0684,0.3025,0.4817,0.6782,0.7064,0.5549,0.5622,0.2894,0.0136,0.0063
n1347487794,n1347487794 (via Dhubri),0.22,0.52,1.31,5.79,9.22,12.98,13.52,10.62,10.76,5.54,0.26,0.12,0.0115,0.0272,0.0684,0.3025,0.4817,0.6782,0.7064,0.5549,0.5622,0.2894,0.0136,0.0063
n1347487958,n1347487958 (via Dhubri),0.22,0.52,1.31,5.79,9.22,12.98,13.52,10.62,10.76,5.54,0.26,0.12,0.0115,0.0272,0.0684,0.3025,0.4817,0.6782,0.7064,0.5549,0.5622,0.2894,0.0136,0.0063
n13475750270,n13475750270 (via Udaipur),0.34,0.72,1.82,5.52,10.66,14.62,15.11,11.82,9.72,6.02,1.32,0.65,0.0178,0.0376,0.0951,0.2884,0.5569,0.7638,0.7894,0.6176,0.5078,0.3145,0.069,0.034
n1347704620,n1347704620 (via Dhubri),0.22,0.52,1.31,5.79,9.22,12.98,13.52,10.62,10.76,5.54,0.26,0.12,0.0115,0.0272,0.0684,0.3025,0.4817,0.6782,0.7064,0.5549,0.5622,0.2894,0.0136,0.0063
n1347704633,n1347704633 (via Dhubri),0.22,0.52,1.31,5.79,9.22,12.98,13.52,10.62,10.76,5.54,0.26,0.12,0.0115,0.0272,0.0684,0.3025,0.4817,0.6782,0.7064,0.5549,0.5622,0.2894,0.0136,0.0063
n1347704713,n1347704713 (via Dhubri),0.22,0.52,1.31,5.79,9.22,12.98,13.52,10.62,10.76,5.54,0.26,0.12,0.0115,0.0272,0.0684,0.3025,0.4817,0.6782,0.7064,0.5549,0.5622,0.2894,0.0136,0.0063
n1347704729,n1347704729 (via Dhubri),0.22,0.52,1.31,5.79,9.22,12.98,13.52,10.62,10.76,5.54,0.26,0.12,0.0115,0.0272,0.0684,0.3025,0.4817,0.6782,0.7064,0.5549,0.5622,0.2894,0.0136,0.0063
n1347704731,n1347704731 (via Dhubri),0.22,0.52,1.31,5.79,9.22,12.98,13.52,10.62,10.76,5.54,0.26,0.12,0.0115,0.0272,0.0684,0.3025,0.4817,0.6782,0.7064,0.5549,0.5622,0.2894,0.0136,0.0063
n1347704763,n1347704763 (via Dhubri),0.22,0.52,1.31,5.79,9.22,12.98,13.52,10.62,10.76,5.54,0.26,0.12,0.0115,0.0272,0.0684,0.3025,0.4817,0.6782,0.7064,0.5549,0.5622,0.2894,0.0136,0.0063
n1347704779,n1347704779 (via Dhubri),0.22,0.52,1.31,5.79,9.22,12.98,13.52,10.62,10.76,5.54,0.26,0.12,0.0115,0.0272,0.0684,0.3025,0.4817,0.6782,0.7064,0.5549,0.5622,0.2894,0.0136,0.0063
n1347704800,n1347704800 (via Dhubri),0.22,0.52,1.31,5.79,9.22,12.98,13.52,10.62,10.76,5.54,0.26,0.12,0.0115,0.0272,0.0684,0.3025,0.4817,0.6782,0.7064,0.5549,0.5622,0.2894,0.0136,0.0063
n1347704812,n1347704812 (via Dhubri),0.22,0.52,1.31,5.79,9.22,12.98,13.52,10.62,10.76,5.54,0.26,0.12,0.0115,0.0272,0.0684,0.3025,0.4817,0.6782,0.7064,0.5549,0.5622,0.2894,0.0136,0.0063
n1347704817,n1347704817 (via Dhubri),0.22,0.52,1.31,5.79,9.22,12.98,13.52,10.62,10.76,5.54,0.26,0.12,0.0115,0.0272,0.0684,0.3025,0.4817,0.6782,0.7064,0.5549,0.5622,0.2894,0.0136,0.0063
n1347704845,n1347704845 (via Dhubri),0.22,0.52,1.31,5.79,9.22,12.98,13.52,10.62,10.76,5.54,0.26,0.12,0.0115,0.0272,0.0684,0.3025,0.4817,0.6782,0.7064,0.5549,0.5622,0.2894,0.0136,0.0063
n1347704860,n1347704860 (via Dhubri),0.22,0.52,1.31,5.79,9.22,12.98,13.52,10.62,10.76,5.54,0.26,0.12,0.0115,0.0272,0.0684,0.3025,0.4817,0.6782,0.7064,0.5549,0.5622,0.2894,0.0136,0.0063
n1347704884,n1347704884 (via Dhubri),0.22,0.52,1.31,5.79,9.22,12.98,13.52,10.62,10.76,5.54,0.26,0.12,0.0115,0.0272,0.0684,0.3025,0.4817,0.6782,0.7064,0.5549,0.5622,0.2894,0.0136,0.0063
n1347704900,n1347704900 (via Dhubri),0.22,0.52,1.31,5.79,9.22,12.98,13.52,10.62,10.76,5.54,0.26,0.12,0.0115,0.0272,0.0684,0.3025,0.4817,0.6782,0.7064,0.5549,0.5622,0.2894,0.0136,0.0063
n1347704902,n1347704902 (via Dhubri),0.22,0.52,1.31,5.79,9.22,12.98,13.52,10.62,10.76,5.54,0.26,0.12,0.0115,0.0272,0.0684,0.3025,0.4817,0.6782,0.7064,0.5549,0.5622,0.2894,0.0136,0.0063
n1347750860,n1347750860 (via Dhubri),0.22,0.52,1.31,5.79,9.22,12.98,13.52,10.62,10.76,5.54,0.26,0.12,0.0115,0.0272,0.0684,0.3025,0.4817,0.6782,0.7064,0.5549,0.5622,0.2894,0.0136,0.0063
n1347750879,n1347750879 (via Dhubri),0.22,0.52,1.31,5.79,9.22,12.98,13.52,10.62,10.76,5.54,0.26,0.12,0.0115,0.0272,0.0684,0.3025,0.4817,0.6782,0.7064,0.5549,0.5622,0.2894,0.0136,0.0063
n1347750931,n1347750931 (via Dhubri),0.22,0.52,1.31,5.79,9.22,12.98,13.52,10.62,10.76,5.54,0.26,0.12,0.0115,0.0272,0.0684,0.3025,0.4817,0.6782,0.7064,0.5549,0.5622,0.2894,0.0136,0.0063
n1347751300,n1347751300 (via Dhubri),0.22,0.52,1.31,5.79,9.22,12.98,13.52,10.62,10.76,5.54,0.26,0.12,0.0115,0.0272,0.0684,0.3025,0.4817,0.6782,0.7064,0.5549,0.5622,0.2894,0.0136,0.0063
n1347751405,n1347751405 (via Dhubri),0.22,0.52,1.31,5.79,9.22,12.98,13.52,10.62,10.76,5.54,0.26,0.12,0.0115,0.0272,0.0684,0.3025,0.4817,0.6782,0.7064,0.5549,0.5622,0.2894,0.0136,0.0063
n1347779392,n1347779392 (via Dhubri),0.22,0.52,1.31,5.79,9.22,12.98,13.52,10.62,10.76,5.54,0.26,0.12,0.0115,0.0272,0.0684,0.3025,0.4817,0.6782,0.7064,0.5549,0.5622,0.2894,0.0136,0.0063
n1347779394,n1347779394 (via Dhubri),0.22,0.52,1.31,5.79,9.22,12.98,13.52,10.62,10.76,5.54,0.26,0.12,0.0115,0.0272,0.0684,0.3025,0.4817,0.6782,0.7064,0.5549,0.5622,0.2894,0.0136,0.0063
n1348237413,n1348237413 (via Gangtok),0.16,0.42,0.96,1.89,3.57,5.4,9.15,7.27,5.11,1.55,0.1,0.09,0.0084,0.0219,0.0502,0.0987,0.1865,0.2821,0.4781,0.3798,0.267,0.081,0.0052,0.0047
n1348237428,n1348237428 (via Gangtok),0.16,0.42,0.96,1.89,3.57,5.4,9.15,7.27,5.11,1.55,0.1,0.09,0.0084,0.0219,0.0502,0.0987,0.1865,0.2821,0.4781,0.3798,0.267,0.081,0.0052,0.0047
n1348237444,n1348237444 (via Gangtok),0.16,0.42,0.96,1.89,3.57,5.4,9.15,7.27,5.11,1.55,0.1,0.09,0.0084,0.0219,0.0502,0.0987,0.1865,0.2821,0.4781,0.3798,0.267,0.081,0.0052,0.0047
n1348237595,n1348237595 (via Siliguri),0.18,0.41,0.95,2.33,5.25,9.25,15.28,11.38,9.71,2.96,0.18,0.08,0.0094,0.0214,0.0496,0.1217,0.2743,0.4833,0.7983,0.5946,0.5073,0.1546,0.0094,0.0042
n1348237707,n1348237707 (via Gangtok),0.16,0.42,0.96,1.89,3.57,5.4,9.15,7.27,5.11,1.55,0.1,0.09,0.0084,0.0219,0.0502,0.0987,0.1865,0.2821,0.4781,0.3798,0.267,0.081,0.0052,0.0047
n1349065754,n1349065754 (via Dhubri),0.22,0.52,1.31,5.79,9.22,12.98,13.52,10.62,10.76,5.54,0.26,0.12,0.0115,0.0272,0.0684,0.3025,0.4817,0.6782,0.7064,0.5549,0.5622,0.2894,0.0136,0.0063
n1349065775,n1349065775 (via Dhubri),0.22,0.52,1.31,5.79,9.22,12.98,13.52,10.62,10.76,5.54,0.26,0.12,0.0115,0.0272,0.0684,0.3025,0.4817,0.6782,0.7064,0.5549,0.5622,0.2894,0.0136,0.0063
n1349065783,n1349065783 (via Dhubri),0.22,0.52,1.31,5.79,9.22,12.98,13.52,10.62,10.76,5.54,0.26,0.12,0.0115,0.0272,0.0684,0.3025,0.4817,0.6782,0.7064,0.5549,0.5622,0.2894,0.0136,0.0063
n1349065791,n1349065791 (via Dhubri),0.22,0.52,1.31,5.79,9.22,12.98,13.52,10.62,10.76,5.54,0.26,0.12,0.0115,0.0272,0.0684,0.3025,0.4817,0.6782,0.7064,0.5549,0.5622,0.2894,0.0136,0.0063
n1349065816,n1349065816 (via Dhubri),0.22,0.52,1.31,5.79,9.22,12.98,13.52,10.62,10.76,5.54,0.26,0.12,0.0115,0.0272,0.0684,0.3025,0.4817,0.6782,0.7064,0.5549,0.5622,0.2894,0.0136,0.0063
n1349065842,n1349065842 (via Dhubri),0.22,0.52,1.31,5.79,9.22,12.98,13.52,10.62,10.76,5.54,0.26,0.12,0.0115,0.0272,0.0684,0.3025,0.4817,0.6782,0.7064,0.5549,0.5622,0.2894,0.0136,0.0063
n1349065868,n1349065868 (via Dhubri),0.22,0.52,1.31,5.79,9.22,12.98,13.52,10.62,10.76,5.54,0.26,0.12,0.0115,0.0272,0.0684,0.3025,0.4817,0.6782,0.7064,0.5549,0.5622,0.2894,0.0136,0.0063
n1349065870,n1349065870 (via Dhubri),0.22,0.52,1.31,5.79,9.22,12.98,13.52,10.62,10.76,5.54,0.26,0.12,0.0115,0.0272,0.0684,0.3025,0.4817,0.6782,0.7064,0.5549,0.5622,0.2894,0.0136,0.0063
n1349065873,n1349065873 (via Dhubri),0.22,0.52,1.31,5.79,9.22,12.98,13.52,10.62,10.76,5.54,0.26,0.12,0.0115,0.0272,0.0684,0.3025,0.4817,0.6782,0.7064,0.5549,0.5622,0.2894,0.0136,0.0063
n1349065957,n1349065957 (via Dhubri),0.22,0.52,1.31,5.79,9.22,12.98,13.52,10.62,10.76,5.54,0.26,0.12,0.0115,0.0272,0.0684,0.3025,0.4817,0.6782,0.7064,0.5549,0.5622,0.2894,0.0136,0.0063
n1349065959,n1349065959 (via Dhubri),0.22,0.52,1.31,5.79,9.22,12.98,13.52,10.62,10.76,5.54,0.26,0.12,0.0115,0.0272,0.0684,0.3025,0.4817,0.6782,0.7064,0.5549,0.5622,0.2894,0.0136,0.0063
n1349065986,n1349065986 (via Dhubri),0.22,0.52,1.31,5.79,9.22,12.98,13.52,10.62,10.76,5.54,0.26,0.12,0.0115,0.0272,0.0684,0.3025,0.4817,0.6782,0.7064,0.5549,0.5622,0.2894,0.0136,0.0063
n1349065995,n1349065995 (via Dhubri),0.22,0.52,1.31,5.79,9.22,12.98,13.52,10.62,10.76,5.54,0.26,0.12,0.0115,0.0272,0.0684,0.3025,0.4817,0.6782,0.7064,0.5549,0.5622,0.2894,0.0136,0.0063
n1349065998,n1349065998 (via Dhubri),0.22,0.52,1.31,5.79,9.22,12.98,13.52,10.62,10.76,5.54,0.26,0.12,0.0115,0.0272,0.0684,0.3025,0.4817,0.6782,0.7064,0.5549,0.5622,0.2894,0.0136,0.0063
n1349066030,n1349066030 (via Dhubri),0.22,0.52,1.31,5.79,9.22,12.98,13.52,10.62,10.76,5.54,0.26,0.12,0.0115,0.0272,0.0684,0.3025,0.4817,0.6782,0.7064,0.5549,0.5622,0.2894,0.0136,0.0063
