node_id,elevation_m
s12375838502,42.0
s12434159470,22.0
s12434159471,23.0
s12434558313,30.0
s12434558314,34.0
s12434558315,27.0
s12434558318,31.0
s12451419216,24.0
s12513977050,937.0
s12513977201,908.0
s12513977203,902.0
s12513977730,830.0
s12513977731,816.0
s12516605363,544.0
s12516605365,581.0
s12516605367,616.0
s12516605368,767.0
s12516605370,720.0
s12516605371,698.0
s12516605372,678.0
s12516605373,489.0
s12516605374,609.0
s12516605375,542.0
s12516661901,740.0
s12516662203,371.0
s12516736178,758.0
s12516771087,597.0
s12516771088,608.0
s12516771090,677.0
s12516786918,1034.0
s12516786919,1076.0
s12516786939,801.0
s12516786954,625.0
s12516787722,391.0
s12517047788,806.0
s12517047789,937.0
s12527884851,260.0
s12527884852,568.0
s12527884854,246.0
s12527885695,361.0
s12527887447,355.0
s12527887448,293.0
s12527887449,442.0
s12527887450,356.0
s12527887451,301.0
s12527887452,272.0
s12541240028,143.0
s12580150772,938.0
s12612911550,363.0
s12616073555,863.0
s12616088536,766.0
s12626084545,194.0
s12626084558,353.0
s12626093175,379.0
s12626094059,303.0
s12626231496,609.0
s12626231500,639.0
s12626237101,316.0
s12626237104,596.0
s12626237123,381.0
s12626237124,426.0
s12626237125,308.0
s12626237126,586.0
s12626237127,486.0
s12626237128,326.0
s12626237129,266.0
s12626237130,326.0
s12626237131,240.0
s12626237132,480.0
s12626237134,573.0
s12626237136,491.0
s12626237141,422.0
s12626237146,446.0
s12626237147,547.0
s12626237151,558.0
s12626237152,554.0
s12626237153,491.0
s12626237154,554.0
s12626237155,555.0
s12626329430,553.0
s12626600248,269.0
s12646600801,195.0
s12646601777,128.0
s12646601778,128.0
s12646601779,118.0
s12646601781,98.0
s12646603118,96.0
s12646603119,103.0
s12677024698,303.0
s12677041735,197.0
s12677770178,253.0
s12677770179,271.0
s12677778177,190.0
s12677779570,277.0
s12677779571,127.0
s12677779572,161.0
s12677779573,170.0
s12677783074,167.0
s12677783415,150.0
s12688661382,133.0
s12762993670,1471.0
s12762993671,1233.0
s12762993673,1009.0
s12763020954,524.0
s12763020955,401.0
s12763020956,482.0
s12763020957,1088.0
s12763020958,1087.0
s12763020959,1125.0
s12763020960,1089.0
s12763020961,1361.0
s12763035018,661.0
s12763035019,690.0
s12763035022,659.0
s12763035023,584.0
s12763035024,421.0
s12763035028,410.0
s12763035030,387.0
s12763035031,531.0
s12763154830,569.0
s12763154832,302.0
s12763154833,286.0
s12763154834,311.0
s12763154835,537.0
s12763154836,487.0
s12763154837,492.0
s12763154838,243.0
s12763154839,253.0
s12763154840,254.0
s12763154841,272.0
s12763154842,272.0
s12763154844,302.0
s12763155669,356.0
s12763155671,360.0
s12763155672,338.0
s12763155673,392.0
s12763155674,407.0
s12763155675,1073.0
s12763155676,743.0
s12772101649,742.0
s12772101650,728.0
s12772142993,272.0
s12772142994,385.0
s12772143969,824.0
s12772143971,708.0
s12772143972,747.0
s12772143973,672.0
s12772143974,481.0
s12772143975,909.0
s12772151793,225.0
s12772151795,312.0
s12772151796,473.0
s12772646080,852.0
s12772646081,862.0
s12772647110,443.0
s12772647111,542.0
s12772647112,574.0
s12772647113,607.0
s12772647114,674.0
s12772647115,777.0
s12772647116,757.0
s12772647117,630.0
s12772647118,590.0
s12772647119,473.0
s12772647120,571.0
s12772647121,452.0
s12772647122,526.0
s12772647123,576.0
s12772647124,630.0
s12777284295,685.0
s12777303817,631.0
s12778196578,446.0
s12778201165,457.0
s12784837283,64.0
s12785501082,175.0
s12810534491,318.0
s12810534492,202.0
s12810561848,231.0
s12810563320,298.0
s12810564149,344.0
s12832452124,348.0
s12832452738,399.0
s12832452739,377.0
s12832452743,356.0
s12832452744,365.0
s12832452745,359.0
s12832452746,296.0
s12837597586,1541.0
s12837608126,1386.0
s12900355553,834.0
s12900355594,1012.0
s12900355595,1206.0
s12900355596,1035.0
s13157898887,110.0
s13174553597,78.0
s13270195093,33.0
s13303052230,119.0
s13322541951,28.0
s13610046528,127.0
s245720795,1047.0
s245721490,1162.0
s245723348,913.0
s245724632,819.0
s245728037,377.0
s1848134157,1895.0
s2084596662,1203.0
s2084597175,1133.0
s2084662992,1275.0
s2084662993,1350.0
s2455512182,923.0
s2455514195,259.0
s2455548703,722.0
s2455612532,1078.0
s2455649857,593.0
s2455675390,278.0
s2455704258,1205.0
s2458560284,877.0
s2458565985,1463.0
s2459029260,959.0
s2459029884,1392.0
s2459047665,1811.0
s2459081243,1889.0
s2459082183,1854.0
s2501011503,1054.0
s2584650588,1836.0
s2584650589,1867.0
s2584652059,1577.0
s3693467779,833.0
s3693467780,836.0
s4283849570,1289.0
s5156615408,1124.0
s5481995099,773.0
s6201067247,790.0
s6229198926,820.0
s6229200260,785.0
s6229200930,810.0
s6229743111,1253.0
s6233139095,810.0
s6233955157,790.0
s6233955870,783.0
s6234899184,775.0
s6236727653,1082.0
s6236992441,938.0
s6236992857,774.0
s6237090100,896.0
s6237836939,771.0
s6248175355,974.0
s6248175392,938.0
s6248308596,1201.0
s6248309046,948.0
s6248310634,729.0
s6248310635,695.0
s6248935883,1018.0
s6248936585,1051.0
s6251548356,1000.0
s6251548792,1403.0
s6258352699,902.0
s6258353015,809.0
s6258353031,864.0
s6376606248,909.0
s6376606249,1228.0
s6376606250,1231.0
s6376606251,1393.0
s6376613229,1020.0
s6376614013,1186.0
s6376614014,1150.0
s6377960585,773.0
s6377960586,180.0
s6381855186,1163.0
s6381855200,1224.0
s6381855201,974.0
s6398219538,803.0
s6449561894,621.0
s6449561954,629.0
s6449563149,600.0
s6449566318,971.0
s6449570331,1044.0
s6449585930,783.0
s6449590070,696.0
s6449592477,1025.0
s6449594966,1048.0
s6449595742,959.0
s6449596088,1195.0
s6449600169,499.0
s6462162183,72.0
s6828345585,1650.0
s6828345685,1368.0
s7160628233,1718.0
s7160914647,1469.0
s7160938883,778.0
s7431176479,1004.0
s7431176480,875.0
s7431176481,910.0
s7431176482,879.0
s7431176483,896.0
s7431404595,866.0
s7431404596,879.0
s7431404597,870.0
s7431404600,868.0
s7596219110,766.0
s7596219143,778.0
s7596232079,774.0
s7596232080,765.0
s7596275220,784.0
s7596275221,764.0
s7596275222,785.0
s7596275223,784.0
s7596275224,768.0
s7596275225,762.0
s7596275226,790.0
s7596397063,790.0
s7596426158,796.0
s7596429887,782.0
s7596429903,770.0
s7596429921,801.0
s7596429948,791.0
s7596429949,782.0
s7596429950,772.0
s7596429951,791.0
s7596430183,774.0
s7596430184,781.0
s7596430299,797.0
s7596430337,780.0
s7596430338,789.0
s7596430385,770.0
s7596430386,774.0
s7596430413,758.0
s7596430529,801.0
s7596430644,782.0
s7596430693,773.0
s7596430694,798.0
s7596431936,761.0
s7596431946,769.0
s7596431986,778.0
s7596432077,833.0
s7596432122,776.0
s7596432244,773.0
s7596432245,793.0
s7596432327,773.0
s7596432328,807.0
s7596432413,770.0
s7596522152,1042.0
s7654208926,210.0
s7903872143,1163.0
s8484076954,864.0
s8484076955,1245.0
s8484076983,1551.0
s8484076984,813.0
s8484084251,1336.0
s8484084500,1519.0
s8484086795,802.0
s8484112277,785.0
s8777055305,621.0
s8906484781,788.0
s9195838415,949.0
s9195838468,931.0
s9635135901,981.0
s9635160085,860.0
s9642317844,1098.0
s9642338733,940.0
s9642391972,1163.0
s9642392231,1426.0
s9642392241,1460.0
s9649696280,1059.0
s9649696314,824.0
s9649701796,835.0
s9728731317,47.0
s9820287174,1414.0
s9820287175,1014.0
s9820494213,1343.0
s9820494214,1016.0
s9820494215,1046.0
s9820494216,910.0
s9820496732,877.0
s9820496750,1333.0
s9820496751,1474.0
s9820516009,1261.0
s9820516011,1158.0
s9820516012,1285.0
s9820516077,1193.0
s9820516109,1258.0
s9820516117,1203.0
s9820523117,826.0
s9820523118,285.0
s9821992043,1269.0
s9821992044,1483.0
s9821992046,1267.0
s9821992047,1141.0
s9821992048,1286.0
s9821992049,1262.0
s9822012165,578.0
s9822262617,493.0
s9822262632,876.0
s9822508284,1359.0
s9822534539,1018.0
s9822534540,984.0
s9822534542,881.0
s9822534544,1115.0
s9822561828,902.0
s9822592888,776.0
s9822612531,802.0
s9822622904,1312.0
s9822622908,1290.0
s9822622911,1240.0
s9822622914,1297.0
s9822629759,876.0
s9822629764,1152.0
s9822641817,1176.0
s9822651722,1337.0
s9822651724,852.0
s9822651725,810.0
s9822762617,1089.0
s9822762646,1222.0
s9822762676,1339.0
s9822762677,1350.0
s9822762699,1041.0
s9822762756,789.0
s9822762778,1030.0
s9822793547,854.0
s9822793576,1209.0
s9822793594,1382.0
s9822805837,619.0
s9822805838,985.0
s9822859235,895.0
s9822859312,853.0
s9822859360,262.0
s9822867941,1345.0
s9822867945,924.0
s9822867946,963.0
s9822867961,805.0
s9824333342,1428.0
s9824333354,894.0
s9824333355,849.0
s9824624048,956.0
s9824624052,831.0
s9824624053,827.0
s9824624055,804.0
s9824684779,819.0
s9824684780,1008.0
s9824684783,807.0
s9824684784,846.0
s9824684788,835.0
s9824684790,806.0
s9827109534,942.0
s9827109674,795.0
s9827259430,896.0
s9827399018,811.0
s9827444173,835.0
s9827504642,810.0
s9827504675,819.0
s9827856643,1338.0
s9828146597,862.0
s9828163861,218.0
s9828163869,214.0
s9828163871,212.0
s9828163911,563.0
s9828209849,847.0
s9828209850,857.0
s9828209937,837.0
s9828209938,965.0
s9828220560,1325.0
s9828220561,1258.0
s9828220562,1441.0
s9828220563,884.0
s9828220564,847.0
s9828220565,839.0
s9828220570,980.0
s9828220577,837.0
s9828220578,812.0
s9828220582,822.0
s9828220583,804.0
s9828220584,1035.0
s9828220585,789.0
s9834146706,941.0
s9834146710,974.0
s9836198328,1296.0
s9836198329,1151.0
s9839806367,1194.0
s9839806368,1088.0
s9839806369,1413.0
s9839806370,698.0
s9839806372,770.0
s9839806373,1117.0
s9839806374,1349.0
s9839806386,1257.0
s9930024012,774.0
s10114946399,778.0
s10123992407,318.0
s10123996343,310.0
s10130973464,179.0
s10137564698,199.0
s10139136596,748.0
s10139136597,254.0
s10139136598,669.0
s10945116814,819.0
s10948742530,919.0
s10960258725,1137.0
s10960258726,1107.0
s10960258727,818.0
s10994466804,826.0
s10994536505,840.0
s10994536506,825.0
s10994536550,838.0
s10996224893,1033.0
s10997475996,817.0
s10998421979,915.0
s10999578205,1520.0
s10999578206,1463.0
s10999578207,1274.0
s10999578208,1123.0
s10999578209,1224.0
s10999578210,745.0
s10999578211,734.0
s11015343884,848.0
s11022224926,776.0
s11022360877,779.0
s11034596555,840.0
s11037674994,808.0
s11055046789,821.0
s11057267736,831.0
s11057267739,810.0
s11063971496,872.0
s11064118287,798.0
s11064118288,813.0
s11069949488,877.0
s11069949489,851.0
s11085995108,1772.0
s11087066696,798.0
s11087066697,798.0
s11087106241,856.0
s11094588103,800.0
s11164800543,893.0
s11168089926,752.0
s11171654223,687.0
s11172132920,371.0
s11172427891,1145.0
s11172427901,622.0
s11172744276,1101.0
s11172744287,1069.0
s11188906961,972.0
s11188907014,853.0
s11200961783,1151.0
s11267251603,201.0
s11267251604,290.0
s11333735632,199.0
s11333735633,202.0
s11361911863,800.0
s11363369445,800.0
s11393210153,1199.0
s11403315723,826.0
s11404786578,914.0
s11494308900,1377.0
s11494326993,1652.0
s11494410492,1230.0
s11519198401,820.0
s11520093548,789.0
s11522102651,41.0
s11522842012,819.0
s11524522477,795.0
s11524522524,790.0
s11524522525,791.0
s11524522527,790.0
s11557003740,859.0
s11557003741,849.0
s11584778650,1091.0
s11584778667,1504.0
s11592309345,398.0
s11606705460,1189.0
s11608340725,1164.0
s11608897864,1729.0
s11608897865,1709.0
s11609427139,775.0
s11615146065,1259.0
s11615157973,1095.0
s11617080670,1022.0
s11620146700,871.0
s11620146736,1022.0
s11620146745,1098.0
s11632529702,1329.0
s11632529742,1360.0
s11632529792,1152.0
s11633044286,1000.0
s11638624078,886.0
s11638741656,1128.0
s11646983104,969.0
s11646983121,836.0
s11650657324,1008.0
s11650657345,921.0
s11660942649,839.0
s11660942653,920.0
s11663810088,1341.0
s11680153207,804.0
s11693707201,878.0
s11694154599,1605.0
s11694154600,1700.0
s11694154601,1546.0
s11715764754,377.0
s11715953782,974.0
s11715953867,515.0
s11715953868,467.0
s11772693880,783.0
s11772693911,791.0
s11772736498,822.0
s11772736499,804.0
s11772736802,795.0
s11780368889,241.0
s11819962910,1000.0
s11819962911,845.0
s11819962912,815.0
s11860973511,774.0
s11860973526,867.0
s11860973527,838.0
s11860973528,864.0
s11863294658,774.0
s11863297975,795.0
s11863297976,788.0
s11863297977,775.0
s11863297978,774.0
s11866651748,818.0
s11866678276,812.0
s11866678277,849.0
s11867586036,802.0
s11867586058,801.0
s11869480101,793.0
s11869481601,867.0
s11869807021,796.0
s11870069122,858.0
s11870095809,813.0
s11871709500,812.0
s11872439947,804.0
s11918692376,236.0
s11918692397,248.0
s11919388250,1000.0
s11919388268,962.0
s11920252365,786.0
s11920279895,773.0
s11920279918,778.0
s11920279935,773.0
s11920279936,774.0
s11933550715,764.0
s11933579372,762.0
s11969072865,370.0
s11969109586,572.0
s11969109587,749.0
s11969432790,56.0
s11972067878,632.0
s11975124194,1271.0
s11975138840,1217.0
s11976451262,31.0
s11978452947,1211.0
s11978452948,1108.0
s11978769478,289.0
s11994686137,823.0
s11994686138,822.0
s11994687918,920.0
s12003249183,593.0
s12003263821,602.0
s12003263823,34.0
s12003263857,72.0
s12003265040,31.0
s12020119091,1468.0
s12053139945,69.0
s12054051065,55.0
s12054051107,28.0
s12055365295,51.0
s12061686038,55.0
s12067060926,853.0
s12067618145,804.0
s12067618156,791.0
s12083729114,844.0
s12083729115,828.0
s12084034571,819.0
s12084034572,849.0
s12084034573,796.0
s12096936527,796.0
s12096936528,801.0
s12096936534,835.0
s12115782772,974.0
s12115782780,1030.0
s12116423924,923.0
s12119048588,817.0
s12119062602,853.0
s12119062635,852.0
s12149550369,823.0
s12149818034,1093.0
s12149818036,1118.0
s12150582224,1005.0
s12154211663,818.0
s12154211678,811.0
s12162532686,38.0
s12162534726,30.0
s12170872558,36.0
s12170898600,41.0
s12178834031,1033.0
s12187185176,1824.0
s12187185313,1097.0
s12187185314,844.0
s12187185315,818.0
s12187185324,788.0
s12187185370,997.0
s12187185570,1238.0
s12187250258,1379.0
s12187276598,875.0
s12205922874,869.0
s12205922875,831.0
s12219007695,820.0
s12219007696,860.0
s12219048436,995.0
s12219142844,1266.0
s12222698710,883.0
s12230182383,828.0
s12329641076,49.0
s12338281900,43.0
s12339415447,40.0
s12343835722,33.0
s12346230220,34.0
s12346230233,16.0
s12346230290,47.0
s12347713952,107.0
s12349615444,32.0
s12349615458,32.0
s12349615459,31.0
s12349624211,47.0
s12349624212,28.0
s12363196005,422.0
s12363196028,178.0
s12363196029,28.0
s12363196034,56.0
s12363196035,69.0
s12363196036,35.0
s12363196037,37.0
s12368519685,810.0
s12372569078,50.0
s12380695921,56.0
s12387235357,118.0
s12387366326,139.0
s12388332860,54.0
s12389010633,49.0
s12389131484,501.0
s12389187261,908.0
s12389187262,696.0
s12389199234,690.0
s12389261809,375.0
s12391620974,385.0
s12395672817,90.0
s12396486729,385.0
s12396926967,39.0
s12398953804,310.0
s12399027058,28.0
s12399035388,85.0
s12399035389,48.0
s12421587398,1178.0
s12421587399,828.0
s12421587400,657.0
s12423564144,833.0
s12440447900,843.0
s12462716586,815.0
s12469775929,798.0
s12469775975,850.0
s12469775976,831.0
s12469790708,877.0
s12469844140,882.0
s12469844141,1029.0
s12472007230,866.0
s12472012329,1151.0
s12473272642,853.0
s12473296802,914.0
s12473296805,836.0
s12473296816,1033.0
s12473296930,844.0
s12473296932,847.0
s12473296933,825.0
s12474552136,836.0
s12479293577,835.0
s12479502664,1122.0
s12479502668,1060.0
s12479519675,856.0
s12513153821,1064.0
s12513153822,1184.0
s12626604280,821.0
s12705309086,1159.0
s12705576113,829.0
s12705662124,816.0
s12705662125,820.0
s12705662126,822.0
s12705662127,825.0
s12705662128,821.0
s12705662129,862.0
s12705662130,1279.0
s12705662131,1500.0
s12705662132,1373.0
s12705662133,818.0
s12705662139,779.0
s12708576217,1006.0
s12708576218,984.0
s12709538203,795.0
s12709538204,832.0
s12714019297,807.0
s12714023315,782.0
s12720551275,843.0
s12720551276,850.0
s12720551286,1208.0
s12720551287,863.0
s12723897088,838.0
s12723897089,816.0
s12723897099,869.0
s12723909803,856.0
s12723909804,1056.0
s12723909824,850.0
s12723909825,846.0
s12735406494,1133.0
s12735406496,930.0
s12745033491,828.0
s12778371935,1020.0
s12784837282,614.0
s12784884823,419.0
s12784884824,339.0
s12784887036,94.0
s12784887037,98.0
s12785519722,627.0
s12785519852,305.0
s12785768965,1144.0
s12785768966,955.0
s12785768967,1027.0
s12785768968,897.0
s12785781077,772.0
s12785781078,939.0
s12785781079,951.0
s12785832782,1522.0
s12794974059,790.0
s12794974060,793.0
s12794974061,796.0
s12795207772,803.0
s12795207773,805.0
s12795207774,804.0
s12795926751,781.0
s12795926756,781.0
s12795926759,781.0
s12795926760,776.0
s12795926766,785.0
s12795926767,792.0
s12795926773,784.0
s12795926777,787.0
s12795926779,776.0
s12795926780,780.0
s12795926792,794.0
s12795926793,794.0
s12795926794,795.0
s12795926799,786.0
s12797892586,797.0
s12797892587,783.0
s12797892590,800.0
s12797892591,793.0
s12797899333,790.0
s12797899334,773.0
s12797899335,769.0
s12797899336,815.0
s12797899337,791.0
s12798011187,772.0
s12798011188,800.0
s12798011189,807.0
s12798011190,789.0
s12798011191,776.0
s12798011192,792.0
s12798011193,769.0
s12798011195,801.0
s12801159317,787.0
s12801338980,762.0
s12842950026,750.0
s12846931566,1022.0
s12846931567,886.0
s12847455282,996.0
s12847455466,863.0
s12847455467,834.0
s12847455468,878.0
s12847455469,785.0
s12847456251,196.0
s12847573256,208.0
s12856428314,1236.0
s12856428315,942.0
s12859744299,1093.0
s12859745880,1019.0
s12859746429,1093.0
s12859747670,637.0
s12859748605,917.0
s12861486041,705.0
s12861551206,342.0
s12873111837,1094.0
s12944253040,1700.0
s12944253307,1084.0
s12944253716,1025.0
s12944253717,1108.0
s12944388468,1444.0
s12944388469,1476.0
s12944388472,1208.0
s12944388473,807.0
s12944388474,900.0
s12944388476,1059.0
s12944388477,1029.0
s12944388478,1099.0
s12944388479,1041.0
s12944388480,1180.0
s12954505164,834.0
s12954505165,771.0
s12956742314,777.0
s12956811935,840.0
s12956811936,815.0
s12956811938,819.0
s12961199034,1174.0
s12961215139,1245.0
s12961215140,1232.0
s12961215141,489.0
s12961215142,1312.0
s12961215143,1479.0
s12961215145,1491.0
s12961215146,1375.0
s12961215147,1389.0
s12961228249,1409.0
s12961286924,1006.0
s12964496467,984.0
s12964496468,977.0
s12971851081,757.0
s12976078950,824.0
s12976078951,827.0
s12978049571,822.0
s12978049572,840.0
s12978049573,799.0
s12978049574,800.0
s12978049575,794.0
s12978318378,864.0
s12978318379,895.0
s12978318380,880.0
s12988719174,829.0
s13004689069,815.0
s13004689070,821.0
s13007507206,701.0
s13007507207,1234.0
s13007507209,648.0
s13014467132,856.0
s13014467144,906.0
s13014467152,809.0
s13014467153,814.0
s13014467154,848.0
s13014467169,852.0
s13014472544,919.0
s13014472546,873.0
s13014472560,834.0
s13014472562,854.0
s13014472565,893.0
s13014472855,860.0
s13014472858,867.0
s13014472883,874.0
s13014472884,815.0
s13015593683,802.0
s13015595488,843.0
s13015630552,841.0
s13015909231,1008.0
s13015909232,963.0
s13015909233,1254.0
s13015909234,963.0
s13015923602,1070.0
s13015923766,542.0
s13015923767,608.0
s13015923768,1345.0
s13015923778,475.0
s13015923779,424.0
s13015923891,670.0
s13015923899,993.0
s13015923900,1047.0
s13015923902,1067.0
s13015923905,1086.0
s13015923918,1264.0
s13016191638,454.0
s13016329544,1469.0
s13016467510,1499.0
s13016467661,901.0
s13016467742,1133.0
s13016560988,1432.0
s13019460493,890.0
s13019470521,935.0
s13019792521,1020.0
s13019792522,998.0
s13026728853,254.0
s13026892832,1168.0
s13026892850,1172.0
s13027256508,368.0
s13027256511,885.0
s13027263543,886.0
s13027263544,747.0
s13027263617,997.0
s13028137608,1235.0
s13030215428,623.0
s13030215483,860.0
s13030215484,886.0
s13030215538,920.0
s13030215540,821.0
s13030215671,885.0
s13030215672,872.0
s13030215704,972.0
s13030215714,895.0
s13030437406,1192.0
s13030520978,1028.0
s13030520979,988.0
s13030520980,997.0
s13036810537,826.0
s13058761558,987.0
s13062000961,832.0
s13062001083,638.0
s13063802231,44.0
s13063813652,50.0
s13063813653,23.0
s13063883935,54.0
s13063883936,80.0
s13136702827,829.0
s13136917468,932.0
s13136917473,848.0
s13136917476,1023.0
s13175815989,965.0
s13175845253,1057.0
s13185815339,785.0
s13186365554,821.0
s13186365562,841.0
s13186365577,807.0
s13186528669,1075.0
s13186528671,1440.0
s13186649016,827.0
s13186649017,834.0
s13186649019,795.0
s13190865577,866.0
s13190865578,837.0
s13190865592,809.0
s13190881001,826.0
s13205535698,1392.0
s13205568424,693.0
s13205568427,1085.0
s13205568428,1326.0
s13205568429,812.0
s13205568430,825.0
s13205568431,830.0
s13250685907,788.0
s13250685908,784.0
s13263860989,717.0
s13264959827,531.0
s13274036744,846.0
s13274427988,914.0
s13275554639,936.0
s13275554640,914.0
s13275554650,691.0
s13275554651,688.0
s13275554664,1035.0
s13275554665,1189.0
s13275554671,977.0
s13275554674,1135.0
s13275554680,1110.0
s13275554686,909.0
s13275554878,1190.0
s13275554893,1094.0
s13275554903,948.0
s13275778502,960.0
s13275778674,1107.0
s13275778675,631.0
s13275778682,667.0
s13275945799,1069.0
s13279813440,1014.0
s13279813573,1307.0
s13281236111,949.0
s13281236118,878.0
s13281236120,677.0
s13281236163,1059.0
s13281236192,982.0
s13282216509,812.0
s13282216510,829.0
s13282216511,810.0
s13282216512,843.0
s13282216576,894.0
s13283628640,843.0
s13283628643,909.0
s13286094822,973.0
s13286094901,1110.0
s13286309906,973.0
s13287043028,800.0
s13287043029,818.0
s13287043031,798.0
s13287995983,1155.0
s13287995984,1179.0
s13288674384,821.0
s13288674385,809.0
s13288674386,845.0
s13288674387,825.0
s13288674388,827.0
s13289693594,819.0
s13289742501,833.0
s13289894503,785.0
s13289894508,793.0
s13289894510,782.0
s13290637505,806.0
s13290637580,805.0
s13299241591,827.0
s13299241601,857.0
s13299241604,896.0
s13299241627,957.0
s13299241643,839.0
s13299241655,860.0
s13311753826,1512.0
s13317712603,888.0
s13317712609,878.0
s13317712614,991.0
s13317712615,784.0
s13317712629,929.0
s13317712634,804.0
s13317712636,1056.0
s13317712922,1107.0
s13329382439,800.0
s13332451483,790.0
s13337063745,810.0
s13337070111,811.0
s13354275545,1054.0
s13356242964,784.0
s13356366324,902.0
s13358446865,1041.0
s13359898006,1445.0
s13359988649,1413.0
s13364471797,910.0
s13364662438,832.0
s13364662439,838.0
s13364662440,834.0
s13364662441,839.0
s13364662442,823.0
s13367909052,1120.0
s13370683759,828.0
s13373028555,760.0
s13373028572,754.0
s13375126863,1217.0
s13375741049,781.0
s13375741067,785.0
s13375741068,778.0
s13379076565,1699.0
s13383152934,811.0
s13387626108,813.0
s13387658725,829.0
s13387734064,849.0
s13394219269,807.0
s13394219270,797.0
s13394219271,808.0
s13438036186,831.0
s13438043861,773.0
s13438052422,779.0
s13443958836,772.0
s13443958837,783.0
s13587535190,705.0
s13587535191,696.0
s13587535192,651.0
s13587535195,1326.0
s13590657652,799.0
s13590657653,800.0
s13590657654,796.0
s13590657655,800.0
s13590657656,859.0
s13590657670,826.0
s13590657671,847.0
s13590657672,824.0
s13590657691,881.0
s13593155108,841.0
s13593155140,804.0
s13620908700,871.0
s13638936947,828.0
s13723913893,807.0
s13723913894,808.0
s13738262194,1258.0
s13748887102,1203.0
s13749164275,1215.0
s13764468310,847.0
s13764468311,853.0
s13764468328,857.0
s13764737230,1220.0
s13764743627,1315.0
s13812146049,265.0
s13812146050,255.0
s13812146076,600.0
s13828520652,1377.0
s13874380711,1293.0
s13877760195,961.0
s13879258862,1314.0
s13888871153,1097.0
s13889845797,1099.0
s13899903476,1626.0
s245725129,904.0
s245731955,1559.0
s9649701797,824.0
s9649701830,800.0
s9822651732,841.0
s9822651734,1090.0
s9831518376,284.0
s9831518393,711.0
s9952197355,1644.0
s9952210833,1700.0
s10081235768,256.0
s11554140307,1201.0
s11554140326,943.0
s11554140327,1019.0
s13812146040,850.0
s13816245044,1922.0
s13816269616,1755.0
s13816269634,1683.0
s13817952182,282.0
s245734491,1718.0
s1848134138,1811.0
s6251548357,997.0
s12944317351,980.0
s12944317369,1192.0
s12944317379,1133.0
s9956578566,1474.0
s10864806334,1697.0
s12883065262,1025.0
s245729844,97.0
s245730713,66.0
s245731637,1096.0
s245732730,1576.0
s245732875,1162.0
s245733093,1652.0
s245734988,1012.0
s245735667,1206.0
s245735780,1485.0
s245736242,511.0
s245736665,1286.0
s245737555,870.0
s245737768,333.0
s245738741,301.0
s245739851,65.0
s1262013875,1245.0
s1262013973,1422.0
s1262014179,17.0
s1262014344,1190.0
s1262014463,30.0
s1262014635,39.0
s1262014743,957.0
s1262014817,31.0
s1262014838,260.0
s1262014939,1259.0
s1262015033,1113.0
s1262015202,1481.0
s1262015226,1308.0
s1262015418,1321.0
s1262084462,55.0
s1262084616,41.0
s1262084701,274.0
s1262085093,59.0
s1262085191,154.0
s1262085291,187.0
s1262085444,611.0
s1329752259,90.0
s1329752276,751.0
s3178190161,482.0
s3489223621,1831.0
s3498512460,1355.0
s3498512461,1337.0
s3498512462,1332.0
s3498528953,1375.0
s3498593553,1531.0
s3933644721,403.0
s4022577378,430.0
s4022667266,787.0
s4571405213,476.0
s4571408897,474.0
s4905897536,582.0
s5352503441,1097.0
s5352802733,386.0
s5352802961,552.0
s5352802962,783.0
s5352803475,60.0
s5352803496,534.0
s5352803497,882.0
s5352807461,452.0
s5353084046,1638.0
s5353084090,644.0
s5353533661,500.0
s5353533785,1206.0
s5353533864,542.0
s5353533865,445.0
s5353533984,870.0
s5353534186,405.0
s5353534187,754.0
s5353534188,1152.0
s5353534647,1131.0
s5353534648,1056.0
s5353534833,778.0
s5353534834,495.0
s5353534835,425.0
s5353534836,415.0
s5354919981,349.0
s5354920009,622.0
s5354920116,472.0
s5354920117,501.0
s5354920167,532.0
s5355167393,685.0
s5355287501,1728.0
s5355287589,1785.0
s5359722626,1171.0
s5359722851,870.0
s5359722907,106.0
s5371423637,547.0
s5371423638,542.0
s5371423832,624.0
s5371424628,727.0
s5371424629,594.0
s5371425541,613.0
s5372576400,447.0
s5372576826,128.0
s5379579507,342.0
s5379579508,615.0
s5379579509,528.0
s5380914170,1217.0
s5381238695,1472.0
s5381238696,1216.0
s5381238697,1542.0
s5381238698,1675.0
s5381302708,1325.0
s5383968521,656.0
s5383989465,344.0
s5384484158,887.0
s5384484159,762.0
s5384484160,689.0
s5411122666,720.0
s5411122667,1392.0
s5411122878,742.0
s5411122879,819.0
s5411122880,1194.0
s5465498650,859.0
s5465498829,919.0
s5465498830,655.0
s5465546931,1686.0
s5789836397,832.0
s6191064769,77.0
s6203746159,564.0
s6250024029,993.0
s6253407673,771.0
s6253407686,758.0
s6253407687,682.0
s6253407688,103.0
s6253407689,51.0
s6253407690,56.0
s6253407691,393.0
s6253408770,770.0
s6253841484,1351.0
s6253841710,1307.0
s6253845460,1337.0
s6255618606,1762.0
s6255619980,1389.0
s6255621436,1508.0
s6255622148,1496.0
s6255622177,1673.0
s6255623311,1428.0
s6255623378,1388.0
s6255623671,1301.0
s6255623672,858.0
s6255624287,1360.0
s6255680069,1675.0
s6255680215,1593.0
s6255778045,1848.0
s6255781605,1762.0
s6286817795,73.0
s7162274352,564.0
s7162274353,1849.0
s7162274355,1867.0
s7162321057,46.0
